user_id,num_levels_completed,returns,total_time_played,active_time,abtest_value
iOf8lUSGQykyf5ovTrsPmFtBjwjzbNZEA7vZ4HpW,3,3,210,210,2
IRmz3hMvkyuwGWVeEEyXdqe2rKt0CgXD2M2PB7Ft,0,0,30,30,2
iSzS16YqEvPeUoqSlUMrRyN0etj4aJmj7ZSxQekv,1,0,150,150,-1
j0swI2sCa3q5YFwA5hjfbeEujSeYphedUVJEaCY1,16,0,115170,6090,-1
J2KywaGAGNqHZdeFp243V7JvPtg2gvjiWgAXTXwx,0,0,0,0,-1
J60OKo2wKC7f6jTnY0dDGTv2jtagjGoHYTZjriws,7,0,300,300,1
jFP1yxTWrKXNIIO66CzaXViD2x1W2NIcOJJYKjWF,1,0,28770,150,1
JGAvdGDJhl2wy5n7GcUqQL6XDcRsMXsgcvYDwcJd,0,0,30,30,1
jkF6u0xaGdQ1VLL1HM0TmgKeGbU8imOQ11GKpoeI,3,0,180,180,1
JLBrrdEPFkOqQo5VHNUd0b4xoQRzKBzBzUcUFOP1,0,0,0,0,1
JsND36ytVKQhIarKAEGbGlanfsRNWWUxTld4yNpY,0,0,30,30,1
jVjZkDXXvCALjiMMHG811DZeaciqT1cR5GPj4xFX,1,0,120,120,2
jWkGlUHaO64B3PlqrfVpU3j7rp4rrMmgJWKJiPfW,1,0,60,60,1
k7L7H0sJ167WO5GRyrRHsxdV0RYfkrVc4XzxR4Gl,0,0,30,30,1
K7N0gXZN7mCmVRcjOfH4zgmFfIG1S5sZDmRsDr8G,1,0,180,180,2
kayDf2DpOfRIEeS37BAd3bDyOjni8TY8lrwd5YSI,1,3,60,60,1
kDo0g1O5AABddns1l4YMmR8HZmsiC3ySh0jZcyIm,1,0,210,210,2
kGvMNuwm3phfo2Zab4Cjx0jpweXvArSEBUUc245z,0,0,30,30,-1
KHFIYBzROxEFn2kvtfSmxkC8mqcjGHyOmnMoloK7,1,0,90,90,-1
kmL7slxLoOUBDYgHvCqv3x2pWyNC4DZhkkqzzFIk,2,0,120,120,-1
KXzNvIMkeS0003qCW8RcHDjYSQ8JBbSgPxKzduUW,1,1,90,90,1
KZWYwm4RsEBwqu2UBiNg5BWWHhOQ6KNQ4BJ3VwwB,0,0,60,60,2
l1y0O5KIKcOdHFsaKkrvCqDSH1PWRW46Ypn5KkK1,1,0,90,90,1
l6CtTtp4eIsQLgUdlBVv0bwz0nv6c2UGv3T3kIYh,5,0,360,360,1
L7Sc208bQKUmyV5JqMkiWHKzgxzslz5IGOcvVKex,4,0,210,210,1
lAkLIYWIlXtwMfCKR3baQP0DDggs7o673aIzhiS8,1,0,90,90,-1
LdaPbtFeVMZgnGJRfmU7vXzIIb0NDJoxcxXVT1IW,1,0,60,60,1
lecYUKFqmvAKCxSjiEwgBQU8Q32HDx6ouzM7g0ij,0,0,30,30,2
lpjZSWKWII0M4evygtVlC7SSEGIc211KcORTCiwH,0,0,0,0,-1
LR3n88zdAvW3Eve13MlfP1bgf1RAIobwRfjFE3EM,1,0,90,90,1
LXrC4xNRV6u6AoWxigI8dsbkjhLbTw7IVn47fouU,2,0,120,120,1
m0BdwLah5SRwxTTjZx0J0rci4XrKlYBJXa4AjUQM,13,11,960,960,-1
mBcsjdJrmW8VD8ZBRl52YRSMDI5lAasRCvs3y8LE,0,0,0,0,-1
MBcuFN3mHpcPhqKtFRy5HnYDdvf22LSIAMwUQawx,5,1,240,240,2
mh4YlBG7Ga6vWwzhStHnM0YRbbif0pMZRrB8WTSZ,0,0,30,30,1
MIdjXPhpWjoARObahdbLRfCLAnF4wcJ8DJXlTnXT,2,0,180,180,-1
mK5rnQPVHYdnMOJMpGzyTOVdioBGlrLyGWosHc4x,0,4,0,0,2
mK65UyGywwLF66TcTtLqL67xpRHFVekfxj0LM6oV,8,0,390,390,1
mKUOvZGY4JrMQLd8F56xnDL0rSljv7NcJk5vnhmO,0,0,30,30,1
ML5SWLV1T2r1bIsBHMbNDCtBLntFijcJBSM8W72h,6,0,570,570,2
MLJZg2WClbjtI0jHRMqcux4Fo0Gk63JPdHSGoZBp,10,0,1530,1440,2
Mn583spR246C22lMlSwMQpz4i0ZuYOw8P4oTPZj6,2,0,120,120,-1
MNAbijHspHlxWJh2QVhfpkqJk7uQOchPZq126Z6Y,0,0,30,30,2
MqTIuMPONpEcb4KEAUU7NlwB2gMoW76nlIkl2zob,1,0,90,90,1
MtuqnkfNuvoRrRWl5OuEauASyMvlJD8yqzSU2MJk,0,0,0,0,-1
MTvQTl6h1YJlFUDMnRtuU5QUjgDGtmlsEeEWxPpx,2,0,150,150,-1
MY18pmixjuBKsyzfBShIi8ApFrOUAj3M43DoP7Kx,0,0,30,30,1
n6h27OoYAXfvSMBUlu7c7Lv7i2EEb0sG4U3XMwB6,1,0,60,60,2
Na56K0EWihvtW2nY0GkdYZUZD8Bw3pZ8hrBjsorr,2,0,150,150,2
NfaOhQLzwU1L4nPcJZLP8usUkSPGQANnqtbeX3sw,2,0,120,120,-1
ngwVQRnl6vXEg6TMblJlwVs5y8V1jfRRC5UCSZ0V,0,0,30,30,2
nL561MdJWGhiAYDKYRtGkQeC6fZ7yDhIFpGSKONi,0,0,30,30,-1
NNvZhqehN06zpKMaoBbKTdx1cswEZDZIrczXXPW5,15,31,960,930,-1
NtMdn1lQwvI061GKEmKTMRD7iMtQrFgJxzYsy2Vq,2,0,150,150,-1
NYqueKJO8CS4KDPGmerw8KBePjE2Mz67ykfdypfi,0,0,60,60,1
o2Km6inwshyGdIXTXsmJE2wuFxj60nPkCT83P3sa,1,0,60,60,2
ocz6CASTGmvJ20c3XTiL5AElYw0UagySfh8shVJv,2,1,210,210,2
oiCtxLiaWnnWOH8sB71WBVpC0mRnQi8vTveSsBSZ,4,0,390,390,2
OormuVsuXKXRtUAUwfBXwGY0hq5sDyDsvXBg5EJR,1,0,120,120,2
OOztStwAvlIVCqTruljSDQJ2FGqiT1sqYgz8vqm0,7,0,270,270,1
Ou15anAc0Rm50fT1zd6fnzjjnIcFtntPu24x3jS0,0,0,0,0,2
oUElQNilFyOabeCXYLHJnYhcMMkpX5uKSbE362LX,0,0,0,0,1
OxB3r5Uteyrwa4hNTQJVfuHwalAWt4BYOP2K80g7,1,2,90,90,2
oYPdsp4URA1Pb5Xb7did1SBVmHgExKq8DilMhzqi,7,0,390,390,-1
OZWMgkC8JKrElXyHzGPMXoOBB72n0XeHF28eGQBW,4,0,270,270,1
P00pTg6cnO0EhODNyIwqRaygeSxjsziysU3suYzR,12,0,1590,1230,-1
p8rk7usTPMuVABAXKYf3Mv4FCWHTquzRUrUhQ2b8,4,0,210,210,1
pBRw6VIlc3EItygxATecSNsnQFufdvnEGNGkgvd6,1,0,90,90,1
pc5u6DZQpqVPldWscs5utID7gVvmQVkoWDLUdFyC,0,0,30,30,-1
pEuqiWHVhfcqdoSWe31ulqAuQXYiTNbYNMpIDQXZ,16,0,2280,2280,2
pfhIvZRal380g1LZR8ktADxFj4qMvBMOLBWqu34i,1,0,60,60,2
PMbr1fjfoszwqSv2Fg8SnfPZeVDDP82hEN8IYSMC,3,0,120,120,-1
pqNTzScUZD1Q7zDeEWUDqnbVDWUSuMJXiMNsnMfy,0,0,60,60,1
PuJxHx2QOHUOaXqtJRjrvKTXLDg0blE37Kp47Rxi,0,0,30,30,-1
pvtZMuloiiKMfymGvLEWXpdZ66I2zKsCFYdITPF7,0,0,30,30,-1
q0B030T8VzznW3XkHI7BDSOphCo68nBUKNaEJA6I,0,0,0,0,2
q0HpoPOzCRTPNh6XFm0pLBZNnbn3dF1dDCoyetrq,0,0,30,30,1
Qk0VzDA6Tprf22GsLLddpTpAyjUjSQQtIWnUrSVD,0,16,30,30,1
qm6SCy1W87stwjuV8pLZlqH8kHaxwRSRJpma3jIG,0,0,60,60,-1
QoLIpUVCRky5Eez4Fj55XoeZt0LOJmVtM0OX4gba,0,0,30,30,2
QwnjRj8EXPq4MX1QAL8siibrGB3nKP0RUcqW4Mnq,0,0,30,30,2
rBCnrZZFguO2gfcJPBap4irOHoZBV0z0RkPN5PyO,1,0,120,120,2
RfcqEOEqlYFT56lHqfFqcFXJqi2RVrs7TEOvfqfS,10,0,1020,1020,2
roGafG7s2Ib5xDcbXfZmZhcWR7TEMstDpEvDtCbQ,2,0,150,150,-1
Rw2Wk3argkTibdfWX6CZrQGNK8nM7O0eJxa5kI5N,33,2,1800,1800,1
rWgSmxNn2E24Hmzn2gEK8kmcMEzOUsxRDF10EPjW,0,0,0,0,2
SDguLDQtwteoP3zzHOQ0pHmkkU2VVPTBPMBfaoDK,1,0,120,120,1
SeTgIUw0JmuzPKJ7oC2KyV7LapPv8S14lYSepWsJ,1,4,60,60,1
ShjLBHlxCbOGhtzLnrtNPdql1CXNNbhWlfwpTNMp,0,0,0,0,-1
SiNSw2DztE7LHFNLk1MEfe4OwHjApPhnKQoKXODy,3,0,120,120,-1
sJnAfBWYRVS4HTX4CPRaPlfp73tfWqa4UaVIaUaY,19,0,1170,1170,1
Skh4D1EwE42t3nzzEeJs6dbsrznoiyezLafnKe8R,4,1,390,390,-1
sN2QdUO3AJL3TER8NHM0EKgtrtNZOpSBOrjyqrQm,1,0,150,120,2
SnKRkEsynQOnTrKbcmpnQiQ7nCimyQvhQDpM1nyf,3,0,180,180,1
SUqPzqJFu8fsCSO8mN5rBJFK7RAy5HKVgaUgJtqv,2,0,240,240,2
SXcz1eYGmGkZF3vCf3f8spiRBlC4BZ8dFSstMOfg,1,0,480,180,1
T0Ayoqa7PfJO4q0N0UVNbdmNGq2nfDl4A3fyzZ3m,0,0,30,30,1
t3rNqcctL0Mn7nbxk1DGgSN21oLiYujlZjpTl1Cw,1,0,60,60,-1
T3vubK1yjUOtJI08sExpf3gm3wjWi5bj4y1cxRsW,1,0,210,210,-1
tCeKd8eo3RQaB1lYOzCJuue3BFBEj8wtfnlzgUTL,1,0,60,60,2
TDrLSzeQYaZe80u7otnSbPMrq5lqZrFxdWVr0KSj,1,0,120,120,-1
tEIUCQftnlyjnce2sV528poc2w3r1i8iwEepZimY,0,0,30,30,-1
TIUf7uqahrvUT8kEJIuJ5yCMkbu5iICRNm83HyKN,1,0,90,90,1
tmnuG1nvw7Y081n3ORAdlRYFyoN5u0jfvtyS8Yqw,2,0,90,90,1
TN4cgGsgVlm75FG0j1HAyI6EJNQNczTUHWL0Tzi5,4,0,210,210,-1
toMzPKGEykEuKTuul4wxhzCygwO2Z4PYHtCRyHkQ,1,0,90,90,2
tONjq5igXx5UeD6xy4mXXDew6DqZOrSuiZEcbTfY,4,0,300,300,1
ToozzJHz2MsPmEkZjctv2QQfIooKpkhiAtQY0TSC,3,0,210,210,-1
TQkzBQivWuSGJq40naUhKH65j0UuPBaPut3CaJuW,8,0,330,330,1
tthbOk0QFyQA2OdQx7utVk7bgvbctsVRt0qLx0yz,1,0,60,60,2
uDfimBh4FH8YYO4TxDcTOsIiseQJqkES5EJVmhFl,0,1,0,0,1
UermqMrJfYJlxf2wqwt2AuDfDypAvJntR8gMzL17,5,0,330,330,-1
UfZsebw13mzo1LTkkzKODcpa3fJwFzd2FGQNV6OM,3,0,150,150,-1
UiK1XG0VJA2YPi8H6kvdXeEQ1g2brvWkIxTjWYTs,1,0,90,90,1
ukYIXko27MfiIli4ZGZ7ZfjXrV13rmTzOJPeF6d8,1,0,60,60,-1
UnQTOUJzIILZRWErl2L7NLmp1oMg0gjOUUgeZ1OP,2,0,300,300,2
UvgsWUG0xRuT8GcMMJWntxdujc8CadBXEMsbWzFd,8,0,810,810,2
V6FMyyqUdN3IrQgIaQBnJZ4pWhep1qa4MFgeLkXg,1,0,90,90,1
V8atXxG7RFof2hvvBKQo2PYSmy4xr7yE6MyNX8is,0,0,0,0,-1
VBgxAvk7qQQBdXbvnhg1P5rrWrQJcQ1uGF8O1RDU,1,0,60,60,1
vbwI6kJmDfatsQuuFrVj784J0Wo4IV5uysrn7rGL,0,0,0,0,1
VKij2lLgFqfFlkICPUFhs0xD0FDaCyrtfLkknHwe,0,0,30,30,2
vRBpwImgA3OIpRnNGBQG1ONWQx5SR2DTvrGAwRUE,1,0,60,60,-1
VScvmT1iwpOUhKVxQEmbyzn4vsaeJEIVq1QvBzPD,0,0,0,0,2
W7PnE4fSMOEf0jIfEMFJ0zNlUImOPRuKmdtoDZeL,3,0,240,240,-1
WDqqb3uUKotlaLs3rwc5bfMucYdCkp8hHIBIhGaZ,9,0,960,960,-1
wH7vpudvEbKuecfHGdilCwbUhAYzG7vLtsVGRYsu,1,0,60,60,1
wiKgkweX0ItSGCFFLEpaSDgyxQw5GJGJWcRusmWA,0,0,60,60,-1
WjoSYCkQljl1zEg0o4tO8mAESGfC4Gfum1eyviPN,2,0,150,150,1
WM8TYk51uxACbFlclmepfaGzpL8FeSvtJf3AzyzO,1,0,90,90,-1
