user_id,num_levels_completed,returns,total_time_played,active_time,abtest_value
JzpPS6Kp8pAPcVtu0GASDvMDfMws08zOcMmns6P1,2,0,120,120,1
k1rJ4EMZiCFGXu4tcrYSfLrmE4bMHmpu7mnJMXLM,3,0,120,120,2
KDvM6kptTt2IE4VakfWGPgpWf24YreOePmUx0ZMM,7,0,390,390,1
keWGmnNmwyCTGnaoQ6gpCNXowUD4l8MfCOVMJis3,10,0,930,570,1
kFmcxd26VhbPahOQ0MuwTUWDSOsBfnjLwTkE6G7k,1,0,210,210,1
KFU5wpkzjR2MKNXL3Z6li6INAxboZbijf2NG1NHb,0,14,0,0,1
kGdE7uAGmsOTX4gMzKIemrw03DrgUrfhvVhCGXK3,0,0,30,30,2
KhrO1ntTFlT2kpAl48saZl1xIBrVq67hj4PlGy0I,1,0,60,60,2
KMQ785ktWw3tkzzbRxTp2tbbR8SEYF7BLp63kfJ1,6,0,570,390,2
KoKLC3KufrfZiYYMRrGbc5wZbcg51hf28QAdePhA,8,0,600,600,2
kpMFjv4tGT5FUnJXF4gYJwen202aL2sUuS7oUkdL,21,0,1860,1680,2
kSBqmTTsuzLH3SnMJGEoDycvAQ4p0CBswGv3J2K2,3,0,180,180,2
ktQEljBAWOerGhdo8IrlERyDDwXepsd48PtkXX8I,1,0,90,90,1
KWEoSODY65kBPmijggaAqnjkRPjXRpk7vVCoZZI0,19,0,600,600,2
kZfxE75OHtS4VwKr8UJ34aviEyjqpCcYhwq7ql63,11,1,450,450,1
kzoSQsXqzvD47vwGQV2ZR8s3BCvjYt8Ao3gAzPVW,2,0,90,90,1
kZphCF1wQowzqJo8aBMxe25StppiLKYuRl2dDUx4,3,0,180,180,1
l02GMwCuYkMUBLGicrfzPqjRXAvTuPkwnhqrdrxC,2,0,120,120,2
lhCd5To8QMZuZ206Yukdy4BIgWj4TrcRn6dRLfot,7,0,360,360,1
LKSESzPEAsa0tSIxXaLl85HWsWiEitzpdd5wmQUx,2,0,90,90,2
lKWYcqPx4ZwtFmn1a2JkYhRsbybsfCwD3W4sTjuw,1,0,60,60,1
lnlzNpuxp1xrOUr5KZfT3wut4jJYZdQmeZfLIwo3,0,0,30,30,1
Loy8YvOuPeoREhYSsHsfSIB2Q5yGrFBalqUuCijr,5,0,270,270,1
Lp5MCgjLuNK4ovw3NLFc3c24HxM1bwixN1BBj8JV,0,0,30,30,2
lPRiq4GOcuTKgDjI3AAzqiiqn4UsSdM768uqiiQo,3,0,180,180,1
LPs3XU0TZbt0mvEhmUIKEz3fCJlYGQ1qG5a1cITu,1,0,90,90,2
lQ1vVK5mUH0agvOZzPtOj4zgD7sCJ5CTRVbumoB2,1,0,60,60,1
LRhxwi678sFpazStpaJhLXQiPJnnpjngrvTxYwcL,3,0,150,150,2
LrmPBz5zomX6Vb3P5wd5VFL1GeeQCCaJgx1Ll3Tp,0,0,30,30,2
Lt7dUnCxVG3QT3gfwA3SkXb0vlciJ2AUCz3VLNBy,2,0,90,90,2
LV3o4ZCwOsfgIehorvIhhLik5auG8d8wKf6Ope7f,16,0,1140,1140,1
LV83fX7TIBcyuFvH5efvp4KIU8oFBKNWwoFgQ4Dh,1,0,90,90,1
LWHUKB1koVbgukDw6g47hXEjDBTEgfYHGiSQCllX,4,0,420,420,1
LXdw0FfsXb3JdRhqL61Z4T3IK3lhoKxYLfuBVGX7,2,3,1260,150,1
lYnS4RXOaC2KaOaVK7QCu1D4g2JbxtZMgracsY1v,5,0,690,510,1
LzhLAtcCxaVmUpRFxq1kfetEjoo6JkIlk3wnDTSP,0,0,0,0,2
M0uC1h1KIemRHoOzOINAHXwoDgqDiIUkiP5HUzwU,2,0,210,210,2
m1kZVXkoeduQyvI7zTG2gaHfcGb8W1cjsqg0f44R,3,0,570,300,1
M4VUrZtf2Qzi7k65Uf2rkidEVaxqsLmQkjcCtCRF,1,0,120,120,2
m4yYsLdvkWeS04Sfrg1alTkuR2DZb23MhQmprNQf,6,0,330,330,1
m6lt38mTcw3V6Wsxwk3k7gXnncwz7ritSDWsXtTW,17,0,1200,1200,2
m8boK5t62x0uDUygmqp2xby46bVvwW3WGrLVaRJo,0,0,0,0,1
mEMIOYMpB7FDa8DOZrSHNFpjPTsuyNwzranDi8k5,3,0,150,150,1
Mf2CAJN425xlajpfQjsrnKEupEkKqrElxXn4W8sj,2,0,90,90,2
mfnVG3vBwALVuBg71XBAM6fPmtDG0ekQEIw7cyj2,7,0,270,270,2
MgzIhFXWK0VitoNTtUFU72fTwKXZejRSLV46Bxr7,0,0,0,0,2
MHJ3xt3ZebPifuvDmS1V4SEOZUxpZEAzcgkO7fVf,1,0,60,60,2
MHosyheWyFzrnAvgkc8wFrdmKnYpUIvGirMIGZVc,7,0,690,690,1
mK5rnQPVHYdnMOJMpGzyTOVdioBGlrLyGWosHc4x,10,1,25410,630,2
mKLtVbcltCVObLxLT1CuPVQ3djRK1b8uXff2nAAQ,2,0,90,90,2
mKLZWvoyO5NP4kmG01KQlRfb0t8SI5BTVdu0H8QN,0,0,90,90,1
MkRHfJYO7d2jBFufcBZNJcohC6Ult4e4nWrmMTey,5,0,180,180,1
MMOg6laWSqTqUbCZPsFJMdCxZMwMxQVjC1Plf2vm,8,0,510,510,1
mncggUgaUdpw2ug1IeK0f0OMefNk4JvmAAlxqJBV,12,0,660,660,2
mnKtki3V2tqlXMtrA0XKTYVdCuqxDU12PDhTEHYH,1,0,60,60,2
mPocA281GxVLunNGeGUx2gxBYPvMYCDCjCV6c4PK,2,0,90,90,2
mQfEvG7tEudKGkmaMjArjjct65sbtN4YjETPmVJ1,3,0,270,210,2
mSiFinRzZwxQto2hubvc4qiZdSuOSDTS2TjBuWQu,2,0,90,90,2
MU4hqxlkhaHEQBx3zRkr3qqVubArBxvMfcUOGCYi,1,0,90,90,1
mv68bFTozOS1Ugpoatq5c85CvFvBkjJ6mg1jBMRC,0,0,120,120,1
MWmVnmptfTvpmP8hQbXKOWfxNMkQpiTaiKbpIdW2,1,0,30,30,1
mYUyGsGxfk5uQ8on3TxSJq6suwborYGqEADidUrh,1,0,90,90,2
mZALFJrCvXfq5CYgvXaLKvXulxG0Ryjuz2NZaOps,7,0,690,630,2
n3bQofqryIDUOflTfhikaAJ1HsYfFumg4wp1U8gn,1,0,60,60,1
N4k6HqJTx8WejSXruVUS1wbD8d50W6vbMQ60rNA3,2,0,120,120,2
NB3a3axvUdIxcfAzbBXpkLky4KqCX5CHh7nVIPgx,1,0,60,60,2
NCL6VQYRWpbOQxGGRuCGlSf1bxVGOuNbY2D2S8dy,3,0,210,210,1
NeANNo7gJJ1gEQStOGIuNmpaYvtJ6syWjJ6vnJvU,36,0,2850,2850,1
NeiVLHUTfGz0uXfphugXgHTfO2LVmNfPShiqFh0C,2,1,180,180,2
neuBhaXvlYAKNlWPzHUzHlDbSLvXQqidry4v6g5F,4,0,180,180,2
nGo0up13ka1tIIXY10WQx6lC3IfhVvtaPWp6vaXI,1,0,30,30,1
Nh2dAHkO6YTInK2njFwLTVJxtkB3vqE16V1KAAYH,1,0,60,60,2
nhqKffTNR4Ue5Q470RNGDLsFK4CfYoYakxydOSDW,1,0,60,60,2
Nhr7ODMSaOoagZDKsX2gQRm2CJomFW0eAut5XDjn,4,0,300,300,2
Nld3GZck6rBDzYdHm1jS746zQgelZ6XOSuyxsGDv,1,0,60,60,2
NmYSsA8Us1Svft6QcDrzcf8sHwuyI6wsZZ3znBsV,5,0,180,180,1
NpFOm7SvCqXRectxC3FJ2sOKMIuXvzycZymmx7ow,1,0,30,30,1
NqGbAfCJ6Te3U8JSkQgbUq0x2UNk85tPoieLa6Qb,0,0,0,0,2
nqZINHqe0SGk8sLkb17RFPso1syoYyZqnXJgzwTO,1,2,60,60,2
nRdwxXARIWE127PvgkOqPXOZAngQIHJyLHV6VuMs,1,1,30,30,1
nSzFqAItxplNdMJWlbk0apN1Ntu41peaffabAzzN,3,1,810,210,2
ntpWhUpNNSC2lOO0jVAaWfGPK0rvhvnk1bIhOurG,18,0,1530,1440,2
ntTKNlglVvorBV61riaPhaDXFz0VBKo3hWKbg4gT,1,0,90,90,1
o15cBjztISXMMSVXXij0dIyw1CwX7WuV05JZQzNu,4,0,120,120,1
o5tPiUGR0dOuipE6lk1kQBtCcVvzRZnuOf16DRkw,4,0,210,210,1
o6Y4oQCl7cjoR5ERp1ONBESR0Xxsqe588UKEED3k,2,0,120,120,2
o8luf18CiJIuI3BkM5kYF7QMBQUcXDV8jloPU8L3,4,0,210,210,1
o8wCE52GTrNwIXf31ZyUEVIHMuLNQ1LSsKmzB6to,6,1,420,420,2
Oc1pdDOgNyvoDXIOOVaskjlpM3VXX1pLKoNa3i3l,2,0,180,180,1
Oc7bTMRmiRD5przc8MM88vdBHrOUZmskAMClcMp8,1,0,30,30,1
od5lBZ4ggbbjIsd7FRndz3G3TXyEJuRP3uSqhg2H,5,0,180,180,1
oHVPC72wTTPdrTZfaFh1megx7dHixlfbheEt7Ctn,8,0,540,540,2
oI6svIhs1UxOMTctl36nEGGyaFfxEaSUUwqphlKS,1,0,540,150,1
OIHZgIux4OejUVgounDqnGcZbQTQ7u0PVdNp3znW,1,0,120,120,1
oIj3XJRhLIEmyWcNQ8E2wvzZ06GQxKa1t4N5xTrA,19,0,1320,1290,1
OirExTYUHOgAzjCVDrXq1PrV0TJ8Q4uXoIoCDuI7,1,0,60,60,2
oL1uHCOePaWCmxSp8LdPvJNNFz8tw5GS5ICsjRef,4,0,180,180,1
OpUvS1ANyWBQ01cp31P0OfrI2l4ENRwWAUBJTKAg,6,0,570,570,2
OSCPjsBHoGaHxAWyZisJY1OpCCXkyB0FiDNQhCcg,0,0,60,60,2
ouzmAgEkOxHgJfBPGzQOYoIktCBBgDAEwS6Y7Bgm,1,0,60,60,1
owYnPaZHPSg5iua0NNhpIKm4nnwSMo8EcCEVEbUE,5,0,330,330,2
OZu2J7y48kfldZFSPCSeKMCLwTcdqhWNgHgQqSDU,1,0,60,60,1
p3OySXGz1HWOsrOb0GfLyogrffeUXLt7rzNjFBzH,10,0,600,600,2
P7zGXj8hBIpwpljt6WEvuu2sdDBVUhS3weKsvB66,0,0,0,0,1
p8gJobJo3q03bSDBi5sCocPxJL35H56MnuJ63rR6,2,0,150,150,2
P8tbIyRS1Hcv88g3oYmzwwHz8C1k4f1VFg1Fbc2b,1,0,60,60,2
p8z2doq7pLAEVEBUeLhxfY5jWkhBYcGfBjdsxEOg,10,0,540,540,2
PASFeqVLnrY3fEfQcZnx1w7hOCTWIVMg5Bftqq6e,2,0,120,120,2
PcdYqIyLoYyONLjP5ER3xgZGDdDFeQtUzQieWXzA,1,1,90,90,1
pcykojUeyBatjfeiG3soV2TofNKCx61entsHiMEO,0,0,30,30,1
PeBpk4sHlShSCOCGEhC8dLqN1JdYcVCGNDlUHJ5x,0,1,30,30,1
PfkFMLalUSVE11ojdXS8H0LjV3tvthfbzUQYaWp3,6,1,270,270,1
pGDHsxlT2uCFvqm7FCNcJIt54wAvu2wlEvlH4Vgm,0,0,30,30,1
piR6yg8aWkQPg10ooRWgSQimIiucWICOZswsueJT,0,0,30,30,1
PItpvF18sjaqS2aD8CpXsy7KG2e1kFy8KkDbiMr5,1,0,60,60,2
pM4UBtbmayoqA4gs45a7yRMtXM3LZmMKb3VRRBJa,2,0,120,120,2
Pt6mINgmC41D77VpTr6R5dUUiufM5Rjm61D3PrsB,0,4,30,30,1
ptBxerUabQi5maG1pyf6W6saDHbaxmiQTWV5qfss,0,0,0,0,2
ptTbKQEUNrme0OFjpHKqlSwUmDTVfhhHMq44LYld,2,0,120,120,2
pu0DaWLdnIDOP6YuojuEBON8FXkmcDBBqGqHCPyg,3,0,120,120,1
PwQKcd5F4zRruGrBPaB7ZMn0mApDBQCJhs8RTIT2,3,0,120,120,1
q3TtQbWsW4FBkC4SKn6w4AmcJsfu2vgRuYEgtf1B,10,0,390,390,2
Q70l1wssuRribD2ifFJPEONkOTq8r32UQAvPLN3G,8,0,570,570,1
Q8VevH1WvCDY5h6kerxZi1AtEOKHwHPq8dXlN64y,2,0,120,120,2
qD6cZFlaRKaVIFZKnhs8RpBHvZ2uDsMQqGqGsoqW,1,0,60,60,1
QgBE5JBUG5faGB7jpacUoy1rG0ZjlV85O5OYtpFA,7,0,330,330,2
QjktfqQX5hLeOBwWTp5sgX4xBI1btFZWzGIJ5odC,4,0,180,180,2
Qlfgq8QKQYv6n2sGUYBEwKp6uHJEMv7r8X60Y433,0,0,60,60,2
QnHYZCpaXfJZBLRrhf4DJAGhkryiH0zNJNMWThZ1,3,0,120,120,2
qps6hcAJfJALuSRPJfUgkeNPvFrTOCCrIXWSPNDo,3,0,150,150,2
QrbcWJrLKpCORhxRRRnVTCQMRDuXPgQWQG6G7aTE,2,0,150,150,2
qsIaEX6ZzdHn6ZVF38T0pPXiI850bmNXvourDK02,1,0,90,90,1
QtFmRyHpw8UIHs3gdQCOFiEudZVvgtkx56kXvRp4,0,0,30,30,1
qyk0NNpinlm3Q7Kfagr5n0AthnowLpU6Jvbc0a1K,2,0,510,210,2
r0FGRnRhEOeyoAFTbCppHL4TPTOqVOzTeIUyj0ax,30,1,2010,2010,1
r1aZWkJNzjkrSnKbJxqY5bJNeDcC4dZNZABu2pLj,3,0,120,120,2
R1M1z3mnGxwbxeqXJM8BGeaNL2Xt1JX8Oo6myBJQ,1,0,90,90,2
r20H6YaoRKsckeQdqcqDoqolUL0ZsODtfYq2IhRK,0,0,0,0,1
R6dtOmD5q0SewHnFZM7eUErP3bNgkXbZU4GKFfm5,0,0,30,30,2
Rav8wMPJYPrgcjnivuNJ1JxUDccGKXyBbbh6EcMA,8,0,600,600,2
RbFUe4NuIykwrt1vDmYZjOHQzJAU0WIA7vVFaar7,3,0,90,90,2
rBN0Z7DzM84Mje0xrcGDwTKLMFt8FyXJKMctgTVQ,3,0,90,90,2
RBqX8RnHOneimvqHcWB5NWNTY6wlT61zkui16s60,2,0,120,120,1
RBwwawyTysaek1Zj5MGWytH7nSqKA1Htsyb6ZCO1,14,0,990,900,1
RI1ogNmHcS5TVIdUoKJA7IJglXgNAWd7D8282vVD,15,0,1110,960,2
riIeJZGyvtxRZ05DLgbJA7dFc8CguXYVxChSqew3,0,0,30,30,2
RIrJQLeFcNZZvU7z8OTMXmY3fKpL1aDJslLzg01t,3,0,281280,360,1
RKPGNTKnrSHBqbRRjaITxgeaVrJRguHrArvlWfnJ,1,0,90,90,2
rl4deE6qZP3Ya5hQQUI64VDETX8PStiRwqRwAVuH,1,0,60,60,1
RsM5DkjdCLCdAl6UcYlvWEjfEoUbLT4aoLU4vJc7,1,0,10860,120,1
RUcJ3DaXDbXcaRsSKR4r70Rq07cf7CtkCSlDWbri,3,1,960,870,2
RUGodnLdjXuQEWXExDFI5Wxta38owV4r8YcwGAaP,5,0,510,420,2
rWgSmxNn2E24Hmzn2gEK8kmcMEzOUsxRDF10EPjW,0,1,0,0,2
rXImZUzvkmeDz25sBvG26ps2CTsxgFkNHFhjdbHU,1,0,60,60,1
RyqtzRObSgwufngG6gx1Ikc3HvsC5NLybSaYs7LR,1,0,90,90,1
S4uokdAJLO4iecZJgKPOpjv1zKmqQk24M3lRkP0u,4,0,600,390,1
SeTgIUw0JmuzPKJ7oC2KyV7LapPv8S14lYSepWsJ,0,0,0,0,1
SfCIJoBiTDO6RomwUmpqgTRRFCK3c3z2nBODMLVB,5,0,270,270,2
sG83vfGoA4ZykUa5FLaAJI3GNZTwoWL8LJc0GBHz,4,0,270,270,1
sgmIMWcva3U6vehHfgDkXn73ij04FdB0SLwqWWAX,1,0,90,90,1
SgtUYemsRWsjcFfhXhxVIkZylCHms7SbkkqAHa3e,1,0,330,330,2
SHP226gYDvJlO3w6Lklfp2VWaGQvKXSlRjGfHRZb,9,0,540,480,1
SibyPl7HlSisRdOr1X7JoipBzU1dRvQ4RuTPZg28,2,0,90,90,1
SiTsDTEI1OqrfZALzrdgGwdiL2vVMbFxckN8JZKW,0,0,0,0,1
ska8gom7MkEA1IYAvnxm1AbG6nduplF81YPW4yiQ,10,0,510,510,2
SLvVLjpGZQSJxQvdWGyJab3ILul0TWsKQyEInieI,1,0,30,30,2
sOttW4c304qJCk1EPB07FpmqZIjGW8FaTORgTZw0,31,0,1920,1530,2
SQqe7GwYAyqaB2YjboBmbgzFJKkWzbrtxhCzHdIm,4,0,210,210,2
sSV2g4Ryv8B2xQYKW4rZgNws5dJvWJc3CBPfb8Qo,3,0,210,210,1
su1lXcMhS2aecrZF56BxLXKYcDAr4RZaOCqvsRWa,0,0,180,180,1
sunb0Zfgsp8vQPYqnwchmmTvsrtkPfESv4ORUOh6,2,0,90,90,2
SuwtNyV1RcMxGTVkwpIDRXV1cFpo3DjFCUDBpPXT,2,0,120,120,1
Sx1RiVa6KJm8iN6LZuVi6GoVgiTOurlTPkU5LdPM,1,0,60,60,1
SXB4fZRqeCBOzIuX5ggNzX2irsRKABr4d7dkeDCd,8,0,750,750,2
SXERAMssgsiNSeT3GYgEyWGbOTrnSq8o30kTWymZ,3,0,120,120,2
sxfkVpUwFks2aUlbUeXWjwFjsHSzfwuqfjOzCBk2,1,0,90,90,1
sXhbl5Ii4Abbys7bipoJnb47sCuKFiSSSaJG6Cac,3,0,180,180,2
t0BJSfxMEJwbmxSCdT02q8earDxaK7E5ERQKl0W3,2,0,180,180,2
t0mHBgbnwHXvLAcnQBcRkG4Z65aXt6loh3hC63hX,3,0,180,180,1
t86OdxD5405hqUk2FL1HwkYYJFpNJQWUCpqWQ2OL,3,0,240,240,1
taESOSQLaBO87OdeQJgFKDbJCaPlPkDNA3F4yinK,0,0,0,0,1
tbIt8KqOlsh3MUtn3O7Ua7m5PwWolXxJdgZrmgfF,1,0,120,120,2
tF32uKzkGX5kqDMWSpnqGONsvUPu5ZQu1vvPQxYH,1,0,60,60,1
THCYNZhMdAgK1dFzXuWvCaQbjRkBLg1RGQBUHmHV,4,0,210,210,1
tIfbDalvpOWN6GfTKixXemht5v0uyIkLUjWiHfx4,1,0,60,60,1
tJcpeD5kJG2Af8wg6pGTNUxTo3vtCpCGAWmWOvCE,3,1,90,90,2
TKOyZVm1cVls3An0oLfIjBXM0ztbZuKMG5cXpBYh,3,0,90,90,1
tlj4UVZ2Etmnl11rrak7zihn5EhPIIGtFQEaIrD2,1,0,90,90,1
TMCqWaGT1m2I2zjBdYa8CHdBbghszdzLMPSyd5Jv,1,0,60,60,2
TNsfe0BI8o6OLGomdBdalwXjhokw02BSCE6lQuHN,2,0,120,120,2
TRHw7nbTAifApYgx75uxD4hLOndWFGrVWWnWh0Xs,17,0,2910,1230,1
ts4ysq1DaNApxUoI7uqbdahfL05zKoODhngKYXHp,5,0,360,360,1
tUDhmncpyW8NWElxRg7ccGjWQW7etidfjPJI6eNL,9,0,690,690,2
TWZbFKoBZBrhN1Z1qq8sUQJsBbg6vY2aWG5KmeGh,30,0,3690,2010,1
txojQhOmFeGQuwW0WNbLFT8noWSEydnkRQbLCQIK,2,0,150,150,1
TyVV5T0HKaE6e5GgXuZPwvYbtPsqRRzjQZe316zh,0,0,30,30,2
u0tcZw5C7tXCCxliCWMiRk4s46bZaNHuQZMkNn6v,0,0,0,0,2
u1bkpAcXkXEDMfnBXV8dKfRA3AjoACManlWUxA5M,5,0,210,210,2
U6szH77sb2PQMDdWLoAyyPUN7EbKsln4fps8JhYe,0,0,30,30,2
u6XBa7mpNAoYpzCYciehh1GR8f8xtOPVQaee08uk,0,0,60,60,1
ubrgYKlzo3TqiLbpuBhZjqFAOjiRN7oc080pnGai,4,0,750,450,2
UDvDrfBqKMtxPtEm0lrMz0bRtnRkO32r0j14q7C0,2,0,90,90,1
uE51kLWt8mT6jZjEXYvm71EN2epikAK1lptJf0iD,3,0,120,120,2
UfA7nLdKz1ZdJdzqgCnrbkwLOlNXDIFh4mCY8nNp,8,0,240,240,1
ujrhgEfJe7rtQbvJT80S07PpJyTwMFDN466P2Lur,4,0,240,240,1
UJvkficBQy5AlrSlgHg1Pa3NJpGYlTnhyUDcCBHv,0,0,0,0,1
UPtDoOWJniqhQhaTNzy35sDKsopAShpck1NHl7WY,4,7,120,120,1
USrEUSqTjWNkt0KntVrBcaViGzsVqfJhVrnXotyO,3,1,120,120,2
UTShjlKVLlHLIenHMp3Lt1tGcqkDJOkyp4pOFf44,4,0,150,150,2
uU3ikFdQ0THWbjH87ZtUJ8youyI1xpzFqSG4XyM1,4,0,420,420,2
UvDAlDiKoSC0dN335ivasBOBaRRGCIaCLLBPNAVt,2,0,120,120,2
UvM4mGl7oQfZdYsZDzZ4aeIRIf76NaBFOVpzmskJ,1,0,90,90,2
UWKpUfATIWUpekMruxbsIq4Fmp26wjJzeYlFez6i,5,0,300,300,2
uyitv3hEHTkG56IOpCieWb85aAtz6w7nGyjFQRe0,1,0,120,120,2
uyv4zvIsUa1YGdhbf5Rmax0PqZDmtrd2sSN3oq7k,3,0,150,150,1
v2UHZSMsj5UXbSVd0NwdP0IOQ61KEtPCpRsCelpB,2,0,180,180,2
V6ADbrUdp2NTS4cqmZw7Dl6YFCQf27cTFCeHAB0B,1,0,90,90,1
vaCS4O5uVGOd5fgGdeu1F4Mc4AkxFNvUmXVjTElJ,0,0,30,30,2
VaPvPiYFOKylgIRbx2TdlXdVQ6M2bvDBuyUaKEwG,4,0,750,420,2
VayUKSKxLf6xU42iDi2FYSLDJFw2HCvPuBYNfEmY,11,0,720,720,2
VBFUlZwCbfckZwWk3O5g8ZmQ7LmLvuE4O7yp3TsZ,4,0,330,330,2
vbZ50VGCI17732121zZj5MLOxX0v4jQ1N8oywmf4,1,0,30,30,1
vCJFip3jyc3TEt6BYcTigFfeE5ESXKC1Yfonv1xb,8,0,750,600,2
vGNS25Tx0MTybVXcx61toFOdjzdKiWyU24Qpwc2P,1,1,30,30,1
VIoNKRgyMK6KbgTTnKPER8uXzKxcD3VywaUFGN6C,14,0,600,600,1
vn5ohxpUw4pIAePSlCzChDdp2OgvYZ0grscOibYH,1,0,120,120,2
vpENmdaIt6YtO4CP5GTg1OoOTr1NjQP7RsSYilHK,7,1,330,330,1
VPIxv3yKZBcOffLZUKy2yePM63EdbfBpP6ceOqQ2,2,0,150,150,1
VT4GNyT53kJDIoBOuikKiHkv2ScQMFxQO4S3ggLl,1,0,90,90,2
vT7lqCRbZz0ftjrLatss5AfppK8kymev5TjyfgId,2,0,120,120,2
vTBCFgYOxGCvapd476QR3FZUXfNPzWvykVhqbEjV,5,0,180,180,1
W0313S2NzYrFvLZJu2EG3c0yULlJOopnLMwIHyP7,1,0,60,60,1
w3oCw8681XE4z2bMNVGmVJ66n1Z8NcZrzlw5EOqB,0,0,60,60,1
W3TP0hukyclAQhban4g6fsGmFeRuuZBmDRNUa37j,3,0,120,120,2
W3vXY0bT20vTRBacz3WOsh7qeICAx3V2qz8V44bZ,8,0,780,780,2
W7fCUzRhVZBcP8o3jA3tZPDZY6A5yLHqZ72AOu18,2,0,150,150,2
w7PS1zA6MB1Hf83VXRhpKAulndms2iCVQPcINIqy,3,0,210,210,1
WBNdSSeYGyiOdzsLFcy3phqEURgjYYxVwy30rQAQ,6,0,450,450,1
WBx1ejE7HAQMYRPa1j2NWdA6sVeOPLkp80Yeblqv,1,0,480,120,1
wddN1qFHnm8PGmALJXz28snrazgDxoxcutoeyZ3D,1,0,150,150,1
Wj0vOsi35JZyxtpjuAcqR3fO8mr6JOfNeJdo0JVA,1,0,60,60,2
WMHWjuOPhyuqbPQRmVxLbu8xJZsgA7Red2YwOO3d,20,0,1560,1560,1
WMZ3s6feewFhIgs7uO0iBztV1B8nVZdOEj700kj0,2,0,60,60,2
wOGiJz4Lb5S45kpIfgCduKMaRm3ZpWjUTjeEgLeW,2,0,90,90,1
WqLC0viMlptGpq6yckDueNQT7tbsKmfwlKOU76yu,6,0,180,180,2
wqNwl3YkG0joPe3hDOBvCS5mnPpY0LHYOaAeo6S1,69,1,2910,2640,2
WrGSHwKLSnngLUftUjR8Q2HGkanNYudhLI02ppsm,2,0,120,120,2
WsMt4WxummR8x8I6QLnrcBQMmuQ71KjapY4TARzj,3,0,120,120,1
WTBaf1VXtofdFKExFjASFVMMdbNJPJI0P1dRv6YI,2,0,420,420,1
WwV5yXC3RbLzAogW0itXTdKTRZnO5b8x8gvRWqiI,17,0,1110,1020,2
X4tetBtyuHURasdzdghEwt1MInY33yoDhnzJAoB1,3,0,120,120,1
x5561gOZH7EGwZF3JUFOQ1t4sfzg0VuHjqvvdQbl,0,0,60,60,1
xCwe0yugg2aqkYmO0clquzJkCZIqmkuJFvh6TzUq,16,1,2280,1860,1
XFhJ11wPCixxFDOKkrmi6OimjoXhdzdcrQIka2bF,1,0,120,120,1
xfqOpLKUdVvQ3MdQY71WE3ekTLfUR40rXwWvkiNI,6,0,360,360,1
xfyINaymlpMQoX163Z52d84VnwNo2DwfHyI8Gy5W,1,0,60,60,2
XhbgrB1rqVNlpE8ALGtkLo6L00bOVgDbHX2tra0R,1,0,90,90,1
XI3ysrUzcZaml8FXvhOsMNeVl1Pd5XRHn2lPWx5X,4,0,120,120,2
XiWxFofDQW86Z5Ce7z3xDChEMXY77N3GVe2d1xtQ,2,0,120,120,2
xKPaerJoCBNFNNJlWiLuEfa0kWbvNbMcazDbGioO,5,0,390,330,1
XljijXXLUYz8mYzWWqc2kPvhKQXZuC6yRjaXdWY7,1,0,60,60,1
XLkZGdACaV5aV87FS8N6eIpwpogyRn6dKKItdbxK,3,0,120,120,2
XtbwdISz4MZIOKABdX0qwOmuCzR2oeHHGbzzaMxq,2,0,120,120,2
xticcWjaqQ1js1XEQRdUfkG02a4YFEdmqM6ijCU8,2,0,180,180,1
XUHloZNfbCxUW6EqphiuZ5hfKedlubEcJ7mdJ67C,4,0,270,270,1
XwgcfmVx2ZGCOvy21p6mZROT2BepSk7MfD3yKaY6,5,0,300,300,2
XyIHnXkqGzXE8sfffgWEr36HeAzTDfOqSQyYW1Ko,17,0,1410,1410,2
xZsK558yWZUnDacdFAqKrXPidfFNZHB6BHfKEKRq,1,0,90,90,2
Y4cvl8dpMGdGruUy3aPGAB8ToJkRLq07a5No2bkV,1,0,210,210,1
YalYRcBZK61dK5pqwmAV5Z4HSKz6jdTWY6OK2O0X,6,0,22800,870,1
YfaopPywXNVi544XhYbvlVXBPZVtEfRaVuX4LD1y,1,0,60,60,2
yfBRcOnDmP5N4VaM5Zrmo50JseQv7JJdzxauGaQS,1,0,90,90,1
yfytetvbp2PfrQO8HEk4kmHF4PojX2hi4yKdGOUG,1,0,150,150,2
yLi2b0zMGlCoYMvmoYkfqFchyVFdT42IzOq0hnQF,2,0,60,60,2
YndYYMezabe1X1yzZ6IkCtS1VwA7K7KG7MPDPprU,4,0,930,690,1
ypi7ZfQWL1QLaNiiFgNHb4jfHeKbdRjfSVuuMJ56,4,0,150,150,1
ypP3F1ggOTbUpN1Z6x20cQWYQSbofcQWFyXV6ohy,6,1,240,240,2
yQrLJE4FeevBLq0IXGC07o2jgFmOyAT2xe2WLPb4,1,0,90,90,2
ytaWsKuU6GEylOsraM7VIR87UHOyip8SWulYuVWS,4,0,210,210,2
yUOoB5yG44Ggc5Wxm5GVMJHEPsOHrrlqdDiWGZK6,0,0,30,30,1
yvkb6kADMuTddziulIXDmNTFGEYaPNIcZ0duMJRX,1,0,90,90,1
yWJWLrNurD3loeasAXeoYNHQIUN5ErXjPJFRDPYy,13,0,930,930,2
yZi30Z0l1Fx8w0gFRTwKio88yk3J3AWfyOMVJBPT,6,0,270,270,1
yzWMPPOw3osiXwEd7ISytwWpgltO1e1xm4ERKIWc,3,0,120,120,2
YZYxFNXbk5mbJ4VWyBUOoi2Q0ZGF8KV6sJGOdvRv,1,0,60,60,2
